Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations
Psychological Science,15,1,2004,The Basic-Level Convergence Effect in Memory Distortions,"Ainat Pansky, Asher Koriat","University of Haifa, Haifa, Israel; University of Haifa, Haifa, Israel",pp. 52–59,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01501009.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01501009.x,28
Psychological Science,15,1,2004,"Hearing Cheats Touch, but Less in Congenitally Blind Than in Sighted Individuals","Kirsten Hötting, Brigitte Röder","Philipps-University Marburg, Marburg, Germany; Philipps-University Marburg, Marburg, Germany",pp. 60–64,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01501010.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01501010.x,89
Psychological Science,15,1,2004,No Blindness for Things that Do Not Change,Jan Theeuwes,"Vrije Universiteit, Amsterdam, The Netherlands",pp. 65–70,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01501011.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01501011.x,8
Psychological Science,15,1,2004,Mimicry and Prosocial Behavior,"Rick B. van Baaren, Rob W. Holland, Kerry Kawakami, Ad van Knippenberg","University of Nijmegen, Nijmegen, The Netherlands; University of Nijmegen, Nijmegen, The Netherlands; University of Nijmegen, Nijmegen, The Netherlands; University of Nijmegen, Nijmegen, The Netherlands",pp. 71–74,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01501012.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01501012.x,457
Psychological Science,15,2,2004,Partial Awareness Creates the “Illusion” of Subliminal Semantic Priming,"Sid Kouider, Emmanuel Dupoux","Harvard University; Laboratoire de Sciences Cognitives et Psycholinguistique (Ecole des Hautes Etudes en Sciences Sociales/Ecole Normale Supérieure/Centre National de la Recherche Scientifique), Paris, France; Laboratoire de Sciences Cognitives et Psycholinguistique (Ecole des Hautes Etudes en Sciences Sociales/Ecole Normale Supérieure/Centre National de la Recherche Scientifique), Paris, France",pp. 75–81,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502001.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502001.x,118
Psychological Science,15,2,2004,Why Good Guys Wear White: Automatic Inferences About Stimulus Valence Based on Brightness,"Brian P. Meier, Michael D. Robinson, Gerald L. Clore",North Dakota State University; North Dakota State University; University of Virginia,pp. 82–87,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502002.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502002.x,206
Psychological Science,15,2,2004,Neural Signals for the Detection of Unintentional Race Bias,"David M. Amodio, Eddie Harmon-Jones, Patricia G. Devine, John J. Curtin",University of Wisconsin-Madison; University of Wisconsin-Madison; University of Wisconsin-Madison; University of Wisconsin-Madison; University of Wisconsin-Madison; University of Wisconsin-Madison,pp. 88–93,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502003.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502003.x,221
Psychological Science,15,2,2004,Chimpanzees Remember the Results of One-by-One Addition of Food Items to Sets Over Extended Time Periods,"Michael J. Beran, Mary M. Beran","Language Research Center, Georgia State University; Language Research Center, Georgia State University",pp. 94–99,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502004.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502004.x,117
Psychological Science,15,2,2004,Spontaneous Discounting of Availability in Frequency Judgment Tasks,Daniel M. Oppenheimer,Stanford University,pp. 100–105,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502005.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502005.x,84
Psychological Science,15,2,2004,The Capacity of Visual Short-Term Memory is Set Both by Visual Information Load and by Number of Objects,"G.A. Alvarez, P. Cavanagh",Harvard University; Harvard University,pp. 106–111,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502006.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502006.x,797
Psychological Science,15,2,2004,Short-Term Episodic Memory for Visual Textures: A Roving Probe Gathers Some Memory,"Feng Zhou, Michael J. Kahana, Robert Sekuler","Volen Center for Complex Systems, Brandeis University; Volen Center for Complex Systems, Brandeis University; Volen Center for Complex Systems, Brandeis University",pp. 112–118,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502007.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502007.x,23
Psychological Science,15,2,2004,"Editors Can Lead Researchers to Confidence Intervals, but Can't Make Them Think: Statistical Reform Lessons From Medicine","Fiona Fidler, Neil Thomason, Geoff Cumming, Sue Finch, Joanna Leeman","La Trobe University, Melbourne, Australia,; The University of Melbourne, Melbourne, Australia; The University of Melbourne, Melbourne, Australia; La Trobe University, Melbourne, Australia,; La Trobe University, Melbourne, Australia,; La Trobe University, Melbourne, Australia,",pp. 119–126,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502008.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502008.x,155
Psychological Science,15,2,2004,An Age-Related Deficit in Prefrontal Cortical Function Associated With Refreshing Information,"Marcia K. Johnson, Karen J. Mitchell, Carol L. Raye, Erich J. Greene",Yale University; Yale University; Yale University; Yale University,pp. 127–132,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502009.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502009.x,82
Psychological Science,15,2,2004,Visual Prosody and Speech Intelligibility: Head Movement Improves Auditory Speech Perception,"K.G. Munhall, Jeffery A. Jones, Daniel E. Callan, Takaaki Kuratate, Eric Vatikiotis-Bateson","Department of Psychology; Department of Otolaryngology, Queen's University, Kingston, Ontario, Canada; ATR-International Human Information Science Laboratories, Kyoto, Japan; ATR-International Human Information Science Laboratories, Kyoto, Japan; ATR-International Human Information Science Laboratories, Kyoto, Japan; ATR-International Human Information Science Laboratories, Kyoto, Japan; ATR-International Human Information Science Laboratories, Kyoto, Japan; Department of Linguistics, University of British Columbia, Vancouver, British Columbia, Canada",pp. 133–137,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502010.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502010.x,310
Psychological Science,15,2,2004,Read My Lips: Asymmetries in the Visual Expression and Perception of Speech Revealed Through the McGurk Effect,"Michael E.R. Nicholls, Dara A. Searle, John L. Bradshaw","University of Melbourne, Parkville, Victoria, Australia,; University of Melbourne, Parkville, Victoria, Australia,; Monash University, Clayton, Victoria, Australia",pp. 138–141,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.01502011.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.01502011.x,17
Psychological Science,15,3,2004,The Mind's Nose: Effects of Odor and Visual Imagery on Odor Detection,"J. Djordjevic, R.J. Zatorre, M. Petrides, M. Jones-Gotman","Montreal Neurological Institute, McGill University, Montreal, Quebec, Canada; Montreal Neurological Institute, McGill University, Montreal, Quebec, Canada; Montreal Neurological Institute, McGill University, Montreal, Quebec, Canada; Montreal Neurological Institute, McGill University, Montreal, Quebec, Canada",pp. 143–148,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503001.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503001.x,79
Psychological Science,15,3,2004,True Photographs and False Memories,"D. Stephen Lindsay, Lisa Hagen, J. Don Read, Kimberley A. Wade, Maryanne Garry","University of Victoria, Victoria, British Columbia, Canada; University of Victoria, Victoria, British Columbia, Canada; University of Victoria, Victoria, British Columbia, Canada; Victoria University of Wellington, Wellington, New Zealand; Victoria University of Wellington, Wellington, New Zealand",pp. 149–154,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503002.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503002.x,166
Psychological Science,15,3,2004,Transformations in the Couplings Among Intellectual Abilities and Constituent Cognitive Processes Across the Life Span,"Shu-Chen Li, Ulman Lindenberger, Bernhard Hommel","Center for Lifespan Psychology, Max Planck Institute for Human Development, Berlin, Germany; Center for Lifespan Psychology, Max Planck Institute for Human Development, Berlin, Germany; Max Planck Institute for Psychological Research, Munich, Germany; Max Planck Institute for Psychological Research, Munich, Germany; Max Planck Institute for Psychological Research, Munich, Germany; Center for Lifespan Psychology, Max Planck Institute for Human Development, Berlin, Germany",pp. 155–163,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503003.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503003.x,454
Psychological Science,15,3,2004,Cherry Pit Primes Brad Pitt: Homophone Priming Effects on Young and Older Adults' Production of Proper Names,"Deborah M. Burke, Jill Kester Locantore, Ayda A. Austin, Bryan Chae",Pomona College; Pomona College; Pomona College; Claremont Graduate University,pp. 164–170,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503004.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503004.x,66
Psychological Science,15,3,2004,Attention and the Processing of Emotional Words and Names: Not So Special After All,"Christine R. Harris, Harold Pashler","University of California, San Diego; University of California, San Diego",pp. 171–178,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503005.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503005.x,106
Psychological Science,15,3,2004,Paying Attention to Meaning,"P.J. Barnard, S. Scott, J. Taylor, J. May, W. Knightley","MRC Cognition and Brain Sciences Unit, Cambridge, England; MRC Cognition and Brain Sciences Unit, Cambridge, England; MRC Cognition and Brain Sciences Unit, Cambridge, England; University of Sheffield, Sheffield, England; MRC Cognition and Brain Sciences Unit, Cambridge, England",pp. 179–186,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503006.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503006.x,32
Psychological Science,15,3,2004,Unifying Representations and Responses: Perseverative Biases Arise From a Single Behavioral System,"John P. Spencer, Anne R. Schutte",University of Iowa; University of Iowa,pp. 187–193,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503007.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503007.x,20
Psychological Science,15,3,2004,Show Your Pride: Evidence for a Discrete Emotion Expression,"Jessica L. Tracy, Richard W. Robins","University of California, Davis; University of California, Davis",pp. 194–197,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503008.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503008.x,305
Psychological Science,15,3,2004,Unconscious Color Priming Occurs at Stimulus- Not Percept-Dependent Levels of Processing,"Bruno G. Breitmeyer, Tony Ro, Neel S. Singhal","Department of Psychology and Center for Neuro-Engineering and Cognitive Science, University of Houston; Department of Psychology, Rice University; Department of Psychology, Rice University",pp. 198–202,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503009.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503009.x,73
Psychological Science,15,3,2004,Women's Preferences for Male Behavioral Displays Change Across the Menstrual Cycle,"Steven W. Gangestad, Jeffry A. Simpson, Alita J. Cousins",University of New Mexico; Texas A&M University; University of New Mexico; University of New Mexico; San Diego State University,pp. 203–207,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503010.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503010.x,249
Psychological Science,15,3,2004,The Role of Motivation in the Age-Related Positivity Effect in Autobiographical Memory,"Quinn Kennedy, Mara Mather, Laura L. Carstensen","Stanford University; University of California, Santa Cruz; Stanford University",pp. 208–214,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503011.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503011.x,346
Psychological Science,15,3,2004,Using Census Data to Test the Critical-Period Hypothesis for Second-Language Acquisition,Gillian Stevens,University of Illinois at Urbana-Champaign,pp. 215–216,Article commentary,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.01503012.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.01503012.x,16
Psychological Science,15,4,2004,Information for Contributors,,N/A,pp. i,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00bmi.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00bmi.x,0
Psychological Science,15,4,2004,Meeting the Educational Needs of Special Populations: Advanced Placement's Role in Developing Exceptional Human Capital,"April Bleske-Rechek, David Lubinski, Camilla P. Benbow",Vanderbilt University; Vanderbilt University; Vanderbilt University,pp. 217–224,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00655.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00655.x,33
Psychological Science,15,4,2004,Eye Movements Do Not Reflect Retrieval Processes: Limits of the Eye-Mind Hypothesis,"John R. Anderson, Dan Bothell, Scott Douglass",Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,pp. 225–231,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00656.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00656.x,69
Psychological Science,15,4,2004,Dream Rebound: The Return of Suppressed Thoughts in Dreams,"Daniel M. Wegner, Richard M. Wenzlaff, Megan Kozak",Harvard University and; University of Texas at San Antonio; Harvard University and,pp. 232–236,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.00657.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.00657.x,44
Psychological Science,15,4,2004,Don't Stand So Close to Me: The Effects of Self-Construal on Interpersonal Closeness,"Rob W. Holland, Ute-Regina Roeder, Baaren Rick B.van, Aafje C. Brandt, Bettina Hannover","Department of Social Psychology, University of Nijmegen, Nijmegen, The Netherlands; Department of Psychology, University of Dortmund, Dortmund, Germany; and; Department of Social Psychology, University of Nijmegen, Nijmegen, The Netherlands; Department of Social Psychology, University of Nijmegen, Nijmegen, The Netherlands; Department of Education and Psychology, Free University Berlin, Berlin, Germany",pp. 237–242,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00658.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00658.x,103
Psychological Science,15,4,2004,Why the Sunny Side Is Up: Associations Between Affect and Vertical Position,"Brian P. Meier, Michael D. Robinson",North Dakota State University; North Dakota State University,pp. 243–247,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00659.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00659.x,439
Psychological Science,15,4,2004,Vantage Point in Traumatic Memory,"Heather K. McIsaac, Eric Eich","Harbor UCLA Medical Center and, Vancouver, British Columbia, Canada; University of British Columbia, Vancouver, British Columbia, Canada",pp. 248–253,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00660.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00660.x,152
Psychological Science,15,4,2004,Near-Death Experiences and the Temporal Lobe,"Willoughby B. Britton, Richard R. Bootzin",University of Arizona; University of Arizona,pp. 254–258,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00661.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00661.x,71
Psychological Science,15,4,2004,Amygdala Responses to Emotionally Valenced Stimuli in Older and Younger Adults,"Mara Mather, Turhan Canli, Tammy English, Sue Whitfield, Peter Wais","University of California, Santa Cruz; State University of New York, Stony Brook; and; Stanford University; Stanford University; Stanford University; Stanford University; Stanford University; Stanford University",pp. 259–263,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00662.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00662.x,346
Psychological Science,15,4,2004,We Saw It All Along: Visual Hindsight Bias in Children and Adults,"Daniel M. Bernstein, Cristina Atance, Geoffrey R. Loftus, Andrew Meltzoff",University of Washington; University of Washington; University of Washington; University of Washington,pp. 264–267,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0963-7214.2004.00663.x,https://journals.sagepub.com/doi/reader/10.1111/j.0963-7214.2004.00663.x,56
Psychological Science,15,4,2004,The Basic Laws of Conditioning Differ for Elemental Cues and Cues Trained in Compound,"Kouji Urushihara, Steven C. Stout, Ralph R. Miller",State University of New York at Binghamton; State University of New York at Binghamton; State University of New York at Binghamton,pp. 268–271,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00664.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00664.x,18
Psychological Science,15,4,2004,Inhibition of Return From Stimulus to Response,"David J. Prime, Lawrence M. Ward","University of British Columbia, Vancouver, British Columbia, Canada; University of British Columbia, Vancouver, British Columbia, Canada",pp. 272–276,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00665.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00665.x,89
Psychological Science,15,4,2004,Does Color Synesthesia Pose a Paradox for Early-Selection Theories of Attention?,"Bruno Laeng, Frode Svartdal, Hella Oelmann","University of Troms⊘, Troms⊘, Norway; University of Troms⊘, Troms⊘, Norway; University of Troms⊘, Troms⊘, Norway",pp. 277–281,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00666.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00666.x,43
Psychological Science,15,4,2004,Keeping It Short: A Comparison of Methods for Brief Picture Presentation,"Stefan Wiens, Peter Fransson, Thomas Dietrich, Peter Lohmann","Karolinska Institute, Stockholm, Sweden; Karolinska Institute, Stockholm, Sweden; Karolinska Institute, Stockholm, Sweden; Karolinska Institute, Stockholm, Sweden; Karolinska Institute, Stockholm, Sweden; Karolinska Institute, Stockholm, Sweden",pp. 282–285,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00667.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00667.x,34
Psychological Science,15,4,2004,"Dread Risk, September 11, and Fatal Traffic Accidents",Gerd Gigerenzer,"Max Planck Institute for Human Development, Berlin, Germany",pp. 286–287,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00668.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00668.x,153
Psychological Science,15,4,2004,Color Naming: “Grue” in the Celtic Languages of the British Isles,Lazar-Meyn Heidi Ann,"Toronto, Ontario, Canada",pp. 288,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00669.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00669.x,5
Psychological Science,15,4,2004,Color Naming and Sunlight: Commentary on Lindsey and Brown (2002),"Terry Regier, Paul Kay",University of Chicago and; International Computer Science Institute,pp. 289–290,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00670.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00670.x,12
Psychological Science,15,4,2004,Sunlight and “Blue”: The Prevalence of Poor Lexical Color Discrimination Within the “Grue” Range,"Delwin T. Lindsey, Angela M. Brown","Department of Psychology and; College of Optometry, The Ohio State University",pp. 291–294,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.t01-1-00670.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.t01-1-00670.x,11
Psychological Science,15,5,2004,Forthcoming Articles,,N/A,pp. i,Other,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.t01-1-00bmi.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.t01-1-00bmi.x,0
Psychological Science,15,5,2004,Information for Contributors,,N/A,pp. ii,Other,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.2004.0bmii.x,https://journals.sagepub.com/doi/reader/10.1111/j.1467-9280.2004.0bmii.x,0
Psychological Science,15,5,2004,Are Children “Intuitive Theists”?: Reasoning About Purpose and Design in Nature,Deborah Kelemen,Boston University,pp. 295–301,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00672.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00672.x,351
Psychological Science,15,5,2004,Visual Skills in Airport-Security Screening,"Jason S. McCarley, Arthur F. Kramer, Christopher D. Wickens","Beckman Institute, University of Illinois at Urbana-Champaign; Beckman Institute, University of Illinois at Urbana-Champaign; Beckman Institute, University of Illinois at Urbana-Champaign; Aviation Research Laboratory, University of Illinois at Urbana-Champaign; Beckman Institute, University of Illinois at Urbana-Champaign; Beckman Institute, University of Illinois at Urbana-Champaign",pp. 302–306,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00673.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00673.x,137
Psychological Science,15,5,2004,Letter Binding and Invariant Recognition of Masked Words: Behavioral and Neuroimaging Evidence,"S. Dehaene, A. Jobert, L. Naccache, P. Ciuciu, J.-B. Poline, D. Le Bihan, L. Cohen","Institut National de la Santé et de la Recherche Médicale, Unit 562, Orsay, France; Institut National de la Santé et de la Recherche Médicale, Unit 562, Orsay, France; Institut National de la Santé et de la Recherche Médicale, Unit 562, Orsay, France; Unité de Neuroimagerie Anatomo-Fonctionnelle, Institut Fédératif de Recherches 49, Service Hospitalier Frédéric Joliot, Commissariat à l'Energie Atomique, Orsay, France; Unité de Neuroimagerie Anatomo-Fonctionnelle, Institut Fédératif de Recherches 49, Service Hospitalier Frédéric Joliot, Commissariat à l'Energie Atomique, Orsay, France; Unité de Neuroimagerie Anatomo-Fonctionnelle, Institut Fédératif de Recherches 49, Service Hospitalier Frédéric Joliot, Commissariat à l'Energie Atomique, Orsay, France; Institut National de la Santé et de la Recherche Médicale, Unit 562, Orsay, France",pp. 307–313,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00674.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00674.x,259
Psychological Science,15,5,2004,Falling on Sensitive Ears: Constraints on Bilingual Lexical Activation,"Min Ju, Paul A. Luce","University at Buffalo, The State University of New York",pp. 314–318,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00675.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00675.x,132
Psychological Science,15,5,2004,Prejudice From Thin Air: The Effect of Emotion on Automatic Intergroup Attitudes,"David DeSteno, Nilanjana Dasgupta, Monica Y. Bartlett, Aida Cajdric",Northeastern University; University of Massachusetts—Amherst; Northeastern University; Northeastern University,pp. 319–324,Research article,https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00676.x,https://journals.sagepub.com/doi/reader/10.1111/j.0956-7976.2004.00676.x,166
