Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link
Psychonomic Bulletin & Review,11,1,2004,False recognition without intentional learning,"Dodd, Michael D., Macleod, Colin M.","Department of Psychology, University of Toronto, 100 St. George St., M52 3G3, Toronto, ON, Canada",137-142,Brief Reports,https://doi.org/10.3758/BF03206473,https://link.springer.com/content/pdf/10.3758/BF03206473.pdf
Psychonomic Bulletin & Review,11,1,2004,Retrieval-induced forgetting occurs in tests of item recognition,"Hicks, Jason L., Starns, Jeffrey J.","Department of Psychology, Louisiana State University, 70803-5501, Baton Rouge, LA",125-130,Brief Reports,https://doi.org/10.3758/BF03206471,https://link.springer.com/content/pdf/10.3758/BF03206471.pdf
Psychonomic Bulletin & Review,11,1,2004,Sensorimotor simulations underlie conceptual representations: Modality-specific effects of prior activation,"Pecher, Diane, Zeelenberg, René, Barsalou, Lawrence W.","Untrecht University, Utrecht, The Netherlands; Department of Psychology, Erasmus University Rotterdam, J5-41, Postbus 1738, 3000 DR, Rotterdam, The Netherlands; Indiana University, Bloomington, Indiana; Emory University, Atlanta, Georgia",164-167,Brief Reports,https://doi.org/10.3758/BF03206477,https://link.springer.com/content/pdf/10.3758/BF03206477.pdf
Psychonomic Bulletin & Review,11,1,2004,AIC model selection using Akaike weights,"Wagenmakers, Eric-Jan, Farrell, Simon","Northwestern University, Evanston, Illinois",192-196,Notes and Comment,https://doi.org/10.3758/BF03206482,https://link.springer.com/content/pdf/10.3758/BF03206482.pdf
Psychonomic Bulletin & Review,11,1,2004,The self-choice effect from a multiple-cue perspective,"Watanabe, Tomoyuki, Soraci, Sal A.","Department of Human Developmental Science, Sendai Shirayuri Women’s College, 6-1 Honda-cho, Izumi-ku, 981-3107, Sendai, Miyagi, Japan; Tufts University, Medford, Massachusetts",168-172,Brief Reports,https://doi.org/10.3758/BF03206478,https://link.springer.com/content/pdf/10.3758/BF03206478.pdf
Psychonomic Bulletin & Review,11,1,2004,Body-based senses enhance knowledge of directions in large-scale environments,"Waller, David, Loomis, Jack M., Haun, Daniel B. M.","Department of Psychology, Miami University, 45056, Oxford, OH; University of California, Santa Barbara, California; Max Planck Institute for Psycholinguistics, Nijmegen, The Netherlands; F. C. Donders Contre for Cognitive Neuroimaging, Nijmegen, The Netherlands",157-163,Brief Reports,https://doi.org/10.3758/BF03206476,https://link.springer.com/content/pdf/10.3758/BF03206476.pdf
Psychonomic Bulletin & Review,11,1,2004,Protected values: No omission bias and no framing effects,"Tanner, Carmen, Medin, Douglas L.","Social and Business Psychology, University of Zurich, Rämistrasse 62, 8001, Zurich, Switzerland; Northwestern University, Evanston, Illinois",185-191,Brief Reports,https://doi.org/10.3758/BF03206481,https://link.springer.com/content/pdf/10.3758/BF03206481.pdf
Psychonomic Bulletin & Review,11,1,2004,Search for multiple targets: Evidence for memory-based control of attention,"Takeda, Yuji","Visual Cognition Group, Institute for Human Science and Biomedical Engineering, National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba Central 6, 1-1-1 Higashi, 305-8566, Tsukuba, Ibaraki, Japan",71-76,Brief Reports,https://doi.org/10.3758/BF03206463,https://link.springer.com/content/pdf/10.3758/BF03206463.pdf
Psychonomic Bulletin & Review,11,1,2004,Spatial stimulus-response compatibility and negative priming,"Read, Lenore E., Proctor, Robert W.","Department of Psychological Sciences, Purdue University, 703 Third Street, 47907-2004, West Lafayette, IN",41-48,Brief Reports,https://doi.org/10.3758/BF03206458,https://link.springer.com/content/pdf/10.3758/BF03206458.pdf
Psychonomic Bulletin & Review,11,1,2004,The effects of accountability on bias in physician decision making: Going from bad to worse,"Schwartz, Janet, Chapman, Gretchen, Brewer, Noel, Bergus, George","Rutgers University, Piscataway, New Jersey; University of Iowa, Iowa City, Iowa",173-178,Brief Reports,https://doi.org/10.3758/BF03206479,https://link.springer.com/content/pdf/10.3758/BF03206479.pdf
Psychonomic Bulletin & Review,11,1,2004,The effects of accountability on bias in physician decision making: Going from bad to worse,"Schwartz, Janet, Chapman, Gretchen, Brewer, Noel, Bergus, George","Rutgers University, Piscataway, New Jersey; University of Iowa, Iowa City, Iowa",173-178,Brief Reports,https://doi.org/10.3758/BF03206479,https://link.springer.com/content/pdf/10.3758/BF03206479.pdf
Psychonomic Bulletin & Review,11,1,2004,Pigeons group time intervals according to their relative duration,"Zentall, Thomas R., Weaver, Janice E., Clement, Tricia S.","Department of Psychology, University of Kentucky, 40506-0044, Lexington, KY; Ferris State University, Big Rapids, Michigan; Stanford University, Stanford, California",113-117,Brief Reports,https://doi.org/10.3758/BF03206469,https://link.springer.com/content/pdf/10.3758/BF03206469.pdf
Psychonomic Bulletin & Review,11,1,2004,Self-evaluation as a moderating factor of strategy change in directed forgetting benefits,"Sahakyan, Lili, Delaney, Peter F., Kelley, Colleen M.","Florida State University, Tallahassee, Florida; Department of Psychology, University of Florida, Box 112250, 32611-2250, Gainesville, FL",131-136,Brief Reports,https://doi.org/10.3758/BF03206472,https://link.springer.com/content/pdf/10.3758/BF03206472.pdf
Psychonomic Bulletin & Review,11,1,2004,How a cognitive psychologist came to seek universal laws,"Shepard, Roger N.","Stanford University, Stanford, California; Arizona Senior Academy, 13805 E. Langtry Lane, 85747-9637, Tucson, AZ",1-23,Psychonomic Society Keynote Address,https://doi.org/10.3758/BF03206455,https://link.springer.com/content/pdf/10.3758/BF03206455.pdf
Psychonomic Bulletin & Review,11,1,2004,The role of spurious feature familiarity in recognition memory,"Diana, Rachel A., Peterson, Margaret J., Reder, Lynne M.","Department of Psychology, Carnegie Mellon University, 15213, Pittsburgh, PA",150-156,Brief Reports,https://doi.org/10.3758/BF03206475,https://link.springer.com/content/pdf/10.3758/BF03206475.pdf
Psychonomic Bulletin & Review,11,1,2004,"Geometrical haptic illusions: The role of exploration in the Müller-Lyer, vertical-horizontal, and Delboeuf illusions","Gentaz, Edouard, Hatwell, Yvette","Laboratory of Cognition and Development (UMR 8605, CNRS), Université René Descartes, 71 avenue Edouard Vaillant, 92774, Boulogne-Billancourt Cedex, Paris, France; CNRS, Paris, France; Université Pierre Mendès-France, Grenoble, France",31-40,Theoretical and Review Articles,https://doi.org/10.3758/BF03206457,https://link.springer.com/content/pdf/10.3758/BF03206457.pdf
Psychonomic Bulletin & Review,11,1,2004,“One-thousandone … one-thousandtwo …”: Chronometric counting violates the scalar property in interval timing,"Hinton, Sean C., Rao, Stephen M.","Medical College of Wisconsin, 8701 Watertown Plank Road, 53226, Milwaukee, WI",24-30,Theoretical and Review Articles,https://doi.org/10.3758/BF03206456,https://link.springer.com/content/pdf/10.3758/BF03206456.pdf
Psychonomic Bulletin & Review,11,2,2004,Prioritizing new elements with a brief preview period: Evidence against visual marking,"Donk, Mieke, Verburg, Roel C.","Department of Cognitive Psychology, Vrije Universiteit, van der Boechorststraat 1, 1081 BT, Amsterdam, The Netherlands",282-288,Brief Reports,https://doi.org/10.3758/BF03196571,https://link.springer.com/content/pdf/10.3758/BF03196571.pdf
Psychonomic Bulletin & Review,11,1,2004,Randomness and inductions from streaks: “Gambler’s fallacy” versus ”hot hand“,"Burns, Bruce D., Corpus, Bryan","Department of Psychology, Michigan State University, 48824-1117, East Lansing, MI",179-184,Brief Reports,https://doi.org/10.3758/BF03206480,https://link.springer.com/content/pdf/10.3758/BF03206480.pdf
Psychonomic Bulletin & Review,11,2,2004,The ability of the saccadic system to change motor plans in scanning letter strings,"Vergilino-Perez, Dorine, Beauvillain, Cécile","Laboratoire de Psychologie Expérimentale, UMR 8581 CNRS, Université René Descartes, 71 Avenue Edouard Vaillant, 92774, Boulogne Billancourt Cedex, France",332-337,Brief Reports,https://doi.org/10.3758/BF03196579,https://link.springer.com/content/pdf/10.3758/BF03196579.pdf
Psychonomic Bulletin & Review,11,2,2004,The role of figure-ground segregation in change blindness,"Landman, Rogier, Spekreijse, Henk, Lamme, Victor A. F.","Department of Visual Systems Analysis, Graduate School of Neurosciences, Amsterdam, P. O. Box 12011, 1100AA, Amsterdam, The Netherlands; The Netherlands Ophthalmic Research Institute, Amsterdam, The Netherlands; University of Amsterdam, Amsterdam, The Netherlands",254-261,Brief Reports,https://doi.org/10.3758/BF03196567,https://link.springer.com/content/pdf/10.3758/BF03196567.pdf
Psychonomic Bulletin & Review,11,2,2004,Spelling and dialect: Comparisons between speakers of African American vernacular English and White speakers,"Treiman, Rebecca","Department of Psychology, Washington University, One Brookings Drive, 63130-4899, St. Louis, MO",338-342,Brief Reports,https://doi.org/10.3758/BF03196580,https://link.springer.com/content/pdf/10.3758/BF03196580.pdf
Psychonomic Bulletin & Review,11,2,2004,Configural and contextual prioritization in object-based attention,"Shomstein, Sarah, Yantis, Steven","Johns Hopkins University, Baltimore, Maryland",247-253,Brief Reports,https://doi.org/10.3758/BF03196566,https://link.springer.com/content/pdf/10.3758/BF03196566.pdf
Psychonomic Bulletin & Review,11,2,2004,Erratum to: One-thousandone … one-thousandtwo …: Chronometric counting violates the scalar property in interval timing,"Hinton, S. C., Rao, S. M.",N/A,387-387,Erratum,https://doi.org/10.3758/BF03196587,https://link.springer.com/content/pdf/10.3758/BF03196587.pdf
Psychonomic Bulletin & Review,11,2,2004,Perceptual specificity of priming for compound words not presented,"Jones, Todd C.","School of Psychology, Victoria University of Wellington, Box 600, Wellington, New Zealand",362-366,Brief Reports,https://doi.org/10.3758/BF03196583,https://link.springer.com/content/pdf/10.3758/BF03196583.pdf
Psychonomic Bulletin & Review,11,2,2004,Phonological representation of words in working memory during sentence reading,"Inhoff, Albrecht W., Connine, Cynthia, Eiter, Brianna, Radach, Ralph, Heller, Dieter","State University of New York, 13902-6000, Binghamton, NY; Technical University, Aachen, Germany",320-325,Brief Reports,https://doi.org/10.3758/BF03196577,https://link.springer.com/content/pdf/10.3758/BF03196577.pdf
Psychonomic Bulletin & Review,11,2,2004,Warning: Attending to a mask may be hazardous to your perception,"Tata, Matthew S., Giaschi, Deborah E.","University of British Columbia, Vancouver, British Columbia, Canada",262-268,Brief Reports,https://doi.org/10.3758/BF03196568,https://link.springer.com/content/pdf/10.3758/BF03196568.pdf
Psychonomic Bulletin & Review,11,2,2004,Evidence accumulation in decision making: Unifying the “take the best” and the “rational” models,"Lee, Michael D., Cummins, Tarrant D. R.","Department of Psychology, University of Adelaide, 5005, Adelaide, SA, Australia",343-352,Brief Reports,https://doi.org/10.3758/BF03196581,https://link.springer.com/content/pdf/10.3758/BF03196581.pdf
Psychonomic Bulletin & Review,11,2,2004,Preparation for a forthcoming task is sufficient to produce subsequent shift costs,"Kleinsorge, Thomas, Gajewski, Patrick D.","Institut für Arbeitsphysiologie an der Universität Dortmund, Ardeystraße 67, D-44139, Dortmund, Germany",302-306,Brief Reports,https://doi.org/10.3758/BF03196574,https://link.springer.com/content/pdf/10.3758/BF03196574.pdf
Psychonomic Bulletin & Review,11,2,2004,Learning with arbitrary versus ecological conditioned stimuli: Evidence from sexual conditioning,"Domjan, Michael, Cusato, Brian, Krause, Mark","Department of Psychology, University of Texas, 78712, Austin, TX; Sweet Briar College, Sweet Briar, Virginia; University of Portland, Portland, Oregon",232-246,Theoretical and Review Articles,https://doi.org/10.3758/BF03196565,https://link.springer.com/content/pdf/10.3758/BF03196565.pdf
Psychonomic Bulletin & Review,11,2,2004,Warning: Attending to a mask may be hazardous to your perception,"Tata, Matthew S., Giaschi, Deborah E.","University of British Columbia, Vancouver, British Columbia, Canada",262-268,Brief Reports,https://doi.org/10.3758/BF03196568,https://link.springer.com/content/pdf/10.3758/BF03196568.pdf
Psychonomic Bulletin & Review,11,2,2004,Loading working memory enhances affective priming,"Rotteveel, Mark, Phaf, R. Hans","Department of Social Psychology, University of Amsterdam, Roetersstraat 15, 1018 WB, Amsterdam, The Netherlands",326-331,Brief Reports,https://doi.org/10.3758/BF03196578,https://link.springer.com/content/pdf/10.3758/BF03196578.pdf
Psychonomic Bulletin & Review,11,2,2004,Evidence accumulation in decision making: Unifying the “take the best” and the “rational” models,"Lee, Michael D., Cummins, Tarrant D. R.","Department of Psychology, University of Adelaide, 5005, Adelaide, SA, Australia",343-352,Brief Reports,https://doi.org/10.3758/BF03196581,https://link.springer.com/content/pdf/10.3758/BF03196581.pdf
Psychonomic Bulletin & Review,11,2,2004,"Haste does not always make waste: Expertise, direction of attention, and speed versus accuracy in performing sensorimotor skills","Beilock, Sian L., Bertenthal, Bennett I., Mccoy, Annette M., Carr, Thomas H.","Department of Psychology, Miami University, 202 Benton Hall, 45056-1601, Oxford, OH; University of Chicago, Chicago, Illinois; Michigan State University, East Lansing, Michigan",373-379,Brief Reports,https://doi.org/10.3758/BF03196585,https://link.springer.com/content/pdf/10.3758/BF03196585.pdf
Psychonomic Bulletin & Review,11,2,2004,Why is it difficult to see in the fog? How stimulus contrast affects visual perception and visual memory,"Harley, Erin M., Dillon, Allyss M., Loftus, Geoffrey R.","University of California, Los Angeles, California; Department of Psychology, University of Washington, Box 351525, 98195-1525, Seattle, WA",197-231,Theoretical and Review Articles,https://doi.org/10.3758/BF03196564,https://link.springer.com/content/pdf/10.3758/BF03196564.pdf
Psychonomic Bulletin & Review,11,2,2004,Strategic processes in false recognition memory,"Heit, Evan, Brockdorff, Noellie, Lamberts, Koen","Department of Psychology, University of Warwick, CV4 7AL, Coventry, England",380-386,Brief Reports,https://doi.org/10.3758/BF03196586,https://link.springer.com/content/pdf/10.3758/BF03196586.pdf
Psychonomic Bulletin & Review,11,2,2004,The redundant target effect is affected by modality switch costs,"Gondan, Matthias, Lange, Kathrin, Rösler, Frank, Röder, Brigitte","Philipps-Universität Marburg, Marburg, Germany",307-313,Brief Reports,https://doi.org/10.3758/BF03196575,https://link.springer.com/content/pdf/10.3758/BF03196575.pdf
Psychonomic Bulletin & Review,11,2,2004,Visual search is slowed when visuospatial working memory is occupied,"Woodman, Geoffrey F., Luck, Steven J.","Department of Psychology, Vanderbilt University, Wilson Hall, 111 21st Avenue South, 37240-1103, Nashville, TN; University of Iowa, Iowa City, Iowa",269-274,Brief Reports,https://doi.org/10.3758/BF03196569,https://link.springer.com/content/pdf/10.3758/BF03196569.pdf
Psychonomic Bulletin & Review,11,2,2004,Exploring the suffix effect in serial visuospatial short-term memory,"Parmentier, Fabrice B. R., Tremblay, Sébastien, Jones, Dylan M.","Department of Psychology, University of Plymouth, Drake Circus, PL4 8AA, Plymouth, England; Université Laval, Québec City, Québec, Canada; Cardiff University, Cardiff, Wales",289-295,Brief Reports,https://doi.org/10.3758/BF03196572,https://link.springer.com/content/pdf/10.3758/BF03196572.pdf
Psychonomic Bulletin & Review,11,2,2004,The accuracy of spatial information from temporally and spatially organized mental maps,"Curiel, Jacqueline M., Radvansky, Gabriel A.","Department of Psychology, 107 Haggar, 46556, Notre Dame, IN",314-319,Article,https://doi.org/10.3758/BF03196576,https://link.springer.com/content/pdf/10.3758/BF03196576.pdf
Psychonomic Bulletin & Review,11,3,2004,Visual short-term memory for two sequential arrays: One integrated representation or two separate representations?,"Jiang, Yuhong, Kumar, Arjun","Massachusetts Institute of Technology, Cambridge, Massachusetts",495-500,Brief Reports,https://doi.org/10.3758/BF03196601,https://link.springer.com/content/pdf/10.3758/BF03196601.pdf
Psychonomic Bulletin & Review,11,2,2004,One process is not enough! A speed-accuracy tradeoff study of recognition memory,"Boldini, Angela, Russo, Riccardo, Avons, S. E.","Department of Psychology, University of Essex, Wivenhoe Park, CO4 3SQ, Colchester, England",353-361,Brief Reports,https://doi.org/10.3758/BF03196582,https://link.springer.com/content/pdf/10.3758/BF03196582.pdf
Psychonomic Bulletin & Review,11,3,2004,Interference with spatial working memory: An eye movement is more than a shift of attention,"Lawrence, Bonnie M., Myerson, Joel, Abrams, Richard A.","Department of Anatomy and Neurobiology, Washington University School of Medicine, 660 South Euclid Ave., Box 8108, 63110, St. Louis, MO; Washington University, St. Louis, Missouri",488-494,Brief Reports,https://doi.org/10.3758/BF03196600,https://link.springer.com/content/pdf/10.3758/BF03196600.pdf
Psychonomic Bulletin & Review,11,3,2004,Destructive effects of “forget” instructions,"Sahakyan, Lili","Department of Psychology, University of Florida, Box 112250, 32611-2250, Gainesville, FL",555-559,Brief Reports,https://doi.org/10.3758/BF03196610,https://link.springer.com/content/pdf/10.3758/BF03196610.pdf
Psychonomic Bulletin & Review,11,2,2004,The role of spatial working memory in visual search efficiency,"Oh, Sei-Hwan, Kim, Min-Shik","Department of Psychology, Yonsei University, 120-749, Seoul, Korea",275-281,Brief Reports,https://doi.org/10.3758/BF03196570,https://link.springer.com/content/pdf/10.3758/BF03196570.pdf
Psychonomic Bulletin & Review,11,3,2004,"Orthography, phonology, and meaning: Word features that give rise to feelings of familiarity in recognition","Cleary, Anne M.","Department of Psychology, Iowa State University, W. 112 Lagomarcino, 50011, Ames, IA",446-451,Brief Reports,https://doi.org/10.3758/BF03196593,https://link.springer.com/content/pdf/10.3758/BF03196593.pdf
Psychonomic Bulletin & Review,11,3,2004,When do leotards get their spots? Semantic activation of lexical neighbors in visual word recognition,"Rodd, Jennifer M.","University of Cambridge, Cambridge, England",434-439,Brief Reports,https://doi.org/10.3758/BF03196591,https://link.springer.com/content/pdf/10.3758/BF03196591.pdf
Psychonomic Bulletin & Review,11,3,2004,An evaluation of the Vincentizing method of forming group-level response time distributions,"Rouder, Jeffrey N., Speckman, Paul L.","Department of Psychological Sciences, University of Missouri, 210 McAlester Hall, 65211, Columbia, MO",419-427,Theoretical and Review Articles,https://doi.org/10.3758/BF03196589,https://link.springer.com/content/pdf/10.3758/BF03196589.pdf
Psychonomic Bulletin & Review,11,3,2004,"False recognition and word length: A reanalysis of Roediger, Watson, McDermott, and Gallo (2001) and some new data","Madigan, Stephen, Neuse, James","Department of Psychology, University of Southern California, 90089, Los Angeles, CA",567-573,Brief Reports,https://doi.org/10.3758/BF03196612,https://link.springer.com/content/pdf/10.3758/BF03196612.pdf
Psychonomic Bulletin & Review,11,3,2004,Reply to Speckman and Rouder: A theoretical basis for QML,"Heathcote, Andrew, Brown, Scott","School of Behavioural Sciences, Aviation Building, University of Newcastle, University Avenue, 2308, Callaghan, NSW, Australia; University of California, Irvine, California",577-578,Notes and Comment,https://doi.org/10.3758/BF03196614,https://link.springer.com/content/pdf/10.3758/BF03196614.pdf
Psychonomic Bulletin & Review,11,3,2004,"Orthography, phonology, and meaning: Word features that give rise to feelings of familiarity in recognition","Cleary, Anne M.","Department of Psychology, Iowa State University, W. 112 Lagomarcino, 50011, Ames, IA",446-451,Brief Reports,https://doi.org/10.3758/BF03196593,https://link.springer.com/content/pdf/10.3758/BF03196593.pdf
Psychonomic Bulletin & Review,11,3,2004,Logical reasoning and probabilities: A comprehensive test of Oaksford and Chater (2001),"Oberauer, Klaus, Weidenfeld, Andrea, Hörnig, Robin","Department of Psychology, University of Potsdam, P.O. Box 60 15 53, 14415, Potsdam, Germany",521-527,Brief Reports,https://doi.org/10.3758/BF03196605,https://link.springer.com/content/pdf/10.3758/BF03196605.pdf
Psychonomic Bulletin & Review,11,3,2004,Components of working memory and somatic markers in decision making,"Jameson, Tina L., Hinson, John M., Whitney, Paul","Department of Psychology, Washington State University, 99164-4820, Pullman, WA",515-520,Brief Reports,https://doi.org/10.3758/BF03196604,https://link.springer.com/content/pdf/10.3758/BF03196604.pdf
Psychonomic Bulletin & Review,11,3,2004,Temporal grouping in auditory spatial serial memory,"Parmentier, Fabrice B. R., Maybery, Murray T., Jones, Dylan M.","Department of Psychology, University of Plymouth, Drake Circus, PL4 8AA, Plymouth, England; University of Western Australia, Perth, Western Australia, Australia; Cardiff University, Cardiff, Wales",501-507,Brief Reports,https://doi.org/10.3758/BF03196602,https://link.springer.com/content/pdf/10.3758/BF03196602.pdf
Psychonomic Bulletin & Review,11,3,2004,The effect of semantic ambiguity on reading aloud: A twist in the tale,"Rodd, Jennifer M.","University of Cambridge, Cambridge, England",440-445,Brief Reports,https://doi.org/10.3758/BF03196592,https://link.springer.com/content/pdf/10.3758/BF03196592.pdf
Psychonomic Bulletin & Review,11,3,2004,Human foraging behavior in a virtual environment,"Goldstone, Robert L., Ashpole, Benjamin C.","Psychology Department, Indiana University, 47405, Bloomington, IN",508-514,Brief Reports,https://doi.org/10.3758/BF03196603,https://link.springer.com/content/pdf/10.3758/BF03196603.pdf
Psychonomic Bulletin & Review,11,3,2004,Single letter coloring and spatial cuing eliminates a semantic contribution to the Stroop effect,"Manwell, Laurie A., Roberts, Martha Anne, Besner, Derek","Department of Psychology, University of Waterloo, N2L 3G1, Waterloo, ON, Canada",458-462,Brief Reports,https://doi.org/10.3758/BF03196595,https://link.springer.com/content/pdf/10.3758/BF03196595.pdf
Psychonomic Bulletin & Review,11,3,2004,Stimulus-response probability and inhibition of return,"Ivanoff, Jason, Klein, Raymond M.","Dalhousie University, Halifax, Nova Scotia, Canada",542-550,Brief Reports,https://doi.org/10.3758/BF03196608,https://link.springer.com/content/pdf/10.3758/BF03196608.pdf
Psychonomic Bulletin & Review,11,3,2004,The GO model: A reconsideration of the role of structural units in guiding and organizing text on line,"Greenberg, Seth N., Healy, Alice F., Koriat, Asher, Kreiner, Hamutal","Department of Psychology, Union College, 12308, Schenectady, NY; University of Colorado, Boulder, Colorado; University of Haifa, Haifa, Israel",428-433,Theoretical and Review Articles,https://doi.org/10.3758/BF03196590,https://link.springer.com/content/pdf/10.3758/BF03196590.pdf
Psychonomic Bulletin & Review,11,3,2004,"A comment on Heathcote, Brown, and Mewhort’s QMLE method for response time distributions","Speckman, Paul L., Rouder, Jeffrey N.","University of Missouri, 210 McAlester Hall, 65211, Columbia, MO",574-576,Notes and Comment,https://doi.org/10.3758/BF03196613,https://link.springer.com/content/pdf/10.3758/BF03196613.pdf
Psychonomic Bulletin & Review,11,3,2004,Naive theory and transfer of learning: When less is more and more is less,"Sloutsky, Vladimir M., Spino, Margie A.","Center for Cognitive Science, Ohio State University, 208C Ohio Stadium East, 1961 Tuttle Park Place, 43210, Columbus, OH",528-535,Brief Reports,https://doi.org/10.3758/BF03196606,https://link.springer.com/content/pdf/10.3758/BF03196606.pdf
Psychonomic Bulletin & Review,11,3,2004,The serial-parallel dilemma: A case study in a linkage of theory and method,"Townsend, James T., Wenger, Michael J.","Department of Psychology, Indiana University, 1101 E. 10th St., 47405-7007, Bloomington, IN; Pennsylvania State University, University Park, Pennsylvania",391-418,Theoretical and Review Articles,https://doi.org/10.3758/BF03196588,https://link.springer.com/content/pdf/10.3758/BF03196588.pdf
Psychonomic Bulletin & Review,11,3,2004,Why are average faces attractive? The effect of view and averageness on the attractiveness of female faces,"Valentine, Tim, Darling, Stephen, Donnelly, Mary","Department of Psychology, Goldsmiths College, University of London, New Cross, SE14 6NW, London, England",482-487,Brief Reports,https://doi.org/10.3758/BF03196599,https://link.springer.com/content/pdf/10.3758/BF03196599.pdf
Psychonomic Bulletin & Review,11,3,2004,ROC curves show that the revelation effect is not a single phenomenon,"Verde, Michael F., Rotello, Caren M.","Department of Psychology, University of Massachusetts, Box 37710, 01003-7710, Amherst, MA",560-566,Brief Reports,https://doi.org/10.3758/BF03196611,https://link.springer.com/content/pdf/10.3758/BF03196611.pdf
Psychonomic Bulletin & Review,11,3,2004,Seeing faces in the noise: Stochastic activity in perceptual regions of the brain may influence the perception of ambiguous stimuli,"Wild, Heather A., Busey, Thomas A.","Department of Psychology, Indiana University, 47405, Bloomington, IN",475-481,Brief Reports,https://doi.org/10.3758/BF03196598,https://link.springer.com/content/pdf/10.3758/BF03196598.pdf
Psychonomic Bulletin & Review,11,3,2004,Masked prime stimuli can bias “free” choices between response alternatives,"Schlaghecken, Friederike, Eimer, Martin","Department of Psychology, University of Warwick, CV4 6AL, Coventry, England; Birkbeck College, University of London, London, England",463-468,Brief Reports,https://doi.org/10.3758/BF03196596,https://link.springer.com/content/pdf/10.3758/BF03196596.pdf
Psychonomic Bulletin & Review,11,3,2004,Attentional capture modulates perceptual sensitivity,"Theeuwes, Jan, Kramer, Arthur F., Kingstone, Alan","Department of Cognitive Psychology, Vrije Universiteit, Van der Boechorststraat 1, 1081 BT, Amsterdam, The Netherlands; Beckman Institute and University of Illinois at Urbana-Champaign, Urbana, Illinois; University of British Columbia, Vancouver, British Columbia, Canada",551-554,Brief Reports,https://doi.org/10.3758/BF03196609,https://link.springer.com/content/pdf/10.3758/BF03196609.pdf
