Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations
Behaviour Research and Therapy,42.0,3.0,2004.0,"Attention to phobic stimuli during exposure: the effect of distraction on anxiety reduction, self-efficacy and perceived control","Kristy A Johnstone, Andrew C Page",Pending,249-275,Research article,https://doi.org/10.1016/S0005-7967(03)00137-2,https://www.sciencedirect.com/science/article/pii/S0005796703001372/pdfft?md5=080f70f9e054f053bd151bae0e8a73c4&pid=1-s2.0-S0005796703001372-main.pdf,84.0
Behaviour Research and Therapy,42.0,3.0,2004.0,A survey of psychologists’ attitudes towards and utilization of exposure therapy for PTSD,"Carolyn Black Becker, Claudia Zayfert, Emily Anderson",Pending,277-292,Research article,https://doi.org/10.1016/S0005-7967(03)00138-4,https://www.sciencedirect.com/science/article/pii/S0005796703001384/pdfft?md5=76ba21f5be86fc152d42d2dd06358a26&pid=1-s2.0-S0005796703001384-main.pdf,609.0
Behaviour Research and Therapy,42.0,3.0,2004.0,Avoidance and depression: the construction of the Cognitive–Behavioral Avoidance Scale,"Nicole D Ottenbreit, Keith S Dobson",Pending,293-313,Research article,https://doi.org/10.1016/S0005-7967(03)00140-2,https://www.sciencedirect.com/science/article/pii/S0005796703001402/pdfft?md5=b2ea35d062b7fc70df37ab1e5aafe2ff&pid=1-s2.0-S0005796703001402-main.pdf,329.0
Behaviour Research and Therapy,42.0,3.0,2004.0,The relationship between acute stress disorder and posttraumatic stress disorder in severely injured trauma survivors,"Mark Creamer, Meaghan L O’Donnell, Phillipa Pattison",Pending,315-328,Research article,https://doi.org/10.1016/S0005-7967(03)00141-4,https://www.sciencedirect.com/science/article/pii/S0005796703001414/pdfft?md5=e7c2e76233d25788b14b81ca84160410&pid=1-s2.0-S0005796703001414-main.pdf,87.0
Behaviour Research and Therapy,42.0,3.0,2004.0,Autobiographical memories of anxiety-related experiences,"Amy Wenzel, Keri Pinna, David C Rubin",Pending,329-341,Research article,https://doi.org/10.1016/S0005-7967(03)00142-6,https://www.sciencedirect.com/science/article/pii/S0005796703001426/pdfft?md5=9e76edeea4817ea290c477f0a08d61b6&pid=1-s2.0-S0005796703001426-main.pdf,35.0
Behaviour Research and Therapy,42.0,3.0,2004.0,"The effect of cues on young children’s abilities to discriminate among thoughts, feelings and behaviours","Sarah Quakley, Shirley Reynolds, Sian Coker",Pending,343-356,Research article,https://doi.org/10.1016/S0005-7967(03)00145-1,https://www.sciencedirect.com/science/article/pii/S0005796703001451/pdfft?md5=7fac024e08a37af55f2aa2d410dbdec7&pid=1-s2.0-S0005796703001451-main.pdf,40.0
Behaviour Research and Therapy,42.0,3.0,2004.0,Cognitive-behavioural interventions in a patient with an anxiety disorder related to diabetes,"Susan Boyle, Carole Allan, Keith Millar",Pending,357-366,Short communication,https://doi.org/10.1016/j.brat.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0005796703002948/pdfft?md5=d7defae5aa0930460250b60503665081&pid=1-s2.0-S0005796703002948-main.pdf,27.0
Behaviour Research and Therapy,42.0,4.0,2004.0,A stress management programme for Crohn’s disease,"E García-Vega, C Fernandez-Rodriguez",Pending,367-383,Research article,https://doi.org/10.1016/S0005-7967(03)00146-3,https://www.sciencedirect.com/science/article/pii/S0005796703001463/pdfft?md5=204667c45368b5cb96aa82e29ec6ba4c&pid=1-s2.0-S0005796703001463-main.pdf,104.0
Behaviour Research and Therapy,42.0,4.0,2004.0,A short form of the metacognitions questionnaire: properties of the MCQ-30,"Adrian Wells, Sam Cartwright-Hatton",Pending,385-396,Research article,https://doi.org/10.1016/S0005-7967(03)00147-5,https://www.sciencedirect.com/science/article/pii/S0005796703001475/pdfft?md5=eb1d5114c9ca51c3e6eef29094f825a7&pid=1-s2.0-S0005796703001475-main.pdf,969.0
Behaviour Research and Therapy,42.0,4.0,2004.0,Night-time eating in men and women with binge eating disorder,"Carlos M Grilo, Robin M Masheb",Pending,397-407,Research article,https://doi.org/10.1016/S0005-7967(03)00148-7,https://www.sciencedirect.com/science/article/pii/S0005796703001487/pdfft?md5=872063cb3553cbc9753cd6d2eb35025f&pid=1-s2.0-S0005796703001487-main.pdf,53.0
Behaviour Research and Therapy,42.0,4.0,2004.0,Electronic monitoring and counseling to improve medication adherence,"Marc I Rosen, Michael O Rigsby, Jamelah T Salahi, Caitlin E Ryan, Joyce A Cramer",Pending,409-422,Research article,https://doi.org/10.1016/S0005-7967(03)00149-9,https://www.sciencedirect.com/science/article/pii/S0005796703001499/pdfft?md5=dab6e5d1630650a1de79ef2f738f9152&pid=1-s2.0-S0005796703001499-main.pdf,119.0
Behaviour Research and Therapy,42.0,4.0,2004.0,Cognitive vulnerability in remitted depressed children and adolescents,"Benedikte Timbremont, Caroline Braet",Pending,423-437,Research article,https://doi.org/10.1016/S0005-7967(03)00151-7,https://www.sciencedirect.com/science/article/pii/S0005796703001517/pdfft?md5=e47bfc4662334883f83dada0be802f79&pid=1-s2.0-S0005796703001517-main.pdf,61.0
Behaviour Research and Therapy,42.0,4.0,2004.0,"Heart-beat perception, panic/somatic symptoms and anxiety sensitivity in children","Thalia C. Eley, Lucy Stirling, Anke Ehlers, Alice M. Gregory, David M. Clark",Pending,439-448,Research article,https://doi.org/10.1016/S0005-7967(03)00152-9,https://www.sciencedirect.com/science/article/pii/S0005796703001529/pdfft?md5=86570951073d4c2b6c2e212e52db5e6b&pid=1-s2.0-S0005796703001529-main.pdf,107.0
Behaviour Research and Therapy,42.0,4.0,2004.0,Manipulation of responsibility in non-clinical subjects: does expectation of failure exacerbate obsessive–compulsive behaviors?,"Francesco Mancini, Francesca D’Olimpio, Luca Cieri",Pending,449-457,Research article,https://doi.org/10.1016/S0005-7967(03)00153-0,https://www.sciencedirect.com/science/article/pii/S0005796703001530/pdfft?md5=a969bfa0e23787b4c76911006e690947&pid=1-s2.0-S0005796703001530-main.pdf,61.0
Behaviour Research and Therapy,42.0,4.0,2004.0,"Social anxiety in older adults: phenomenology, prevalence, and measurement","Erla Gretarsdottir, Janet Woodruff-Borden, Suzanne Meeks, Colin A Depp",Pending,459-475,Research article,https://doi.org/10.1016/S0005-7967(03)00156-6,https://www.sciencedirect.com/science/article/pii/S0005796703001566/pdfft?md5=250a147511002d6059956c1100a3e695&pid=1-s2.0-S0005796703001566-main.pdf,27.0
Behaviour Research and Therapy,42.0,4.0,2004.0,Cognitive defusion and self-relevant negative thoughts: examining the impact of a ninety year old technique,"Akihiko Masuda, Steven C Hayes, Casey F Sackett, Michael P Twohig",Pending,477-485,Short communication,https://doi.org/10.1016/j.brat.2003.10.008,https://www.sciencedirect.com/science/article/pii/S0005796703002894/pdfft?md5=de4591f1eec214c3065dcb32427fc461&pid=1-s2.0-S0005796703002894-main.pdf,222.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Effectiveness of inpatient dialectical behavioral therapy for borderline personality disorder: a controlled trial,"Martin Bohus, Brigitte Haaf, Timothy Simms, Matthias F. Limberger, ... Marsha M. Linehan",Pending,487-499,Research article,https://doi.org/10.1016/S0005-7967(03)00174-8,https://www.sciencedirect.com/science/article/pii/S0005796703001748/pdfft?md5=a95d6f0cb05df2c19f7fc71f4368fb65&pid=1-s2.0-S0005796703001748-main.pdf,372.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Exposure with response prevention versus habit reversal in Tourettes’s syndrome: a controlled study,"Cara W.J Verdellen, Ger P.J Keijsers, Danielle C Cath, Cees A.L Hoogduin",Pending,501-511,Research article,https://doi.org/10.1016/S0005-7967(03)00154-2,https://www.sciencedirect.com/science/article/pii/S0005796703001542/pdfft?md5=6f017a305bb5bb1ba8f0972fc3624bd3&pid=1-s2.0-S0005796703001542-main.pdf,224.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Predicting who benefits from psychoeducation and self help for panic attacks,"Andrew J Baillie, Ronald M Rapee",Pending,513-527,Research article,https://doi.org/10.1016/S0005-7967(03)00157-8,https://www.sciencedirect.com/science/article/pii/S0005796703001578/pdfft?md5=bebd8b4b8737b217ad4149f0cf7b30e3&pid=1-s2.0-S0005796703001578-main.pdf,37.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Do patients with OCD and pathological gambling have similar dysfunctional cognitions?,"Gideon E. Anholt, Paul M.G. Emmelkamp, Danielle C. Cath, Patricia van Oppen, ... Johannes H. Smit",Pending,529-537,Research article,https://doi.org/10.1016/S0005-7967(03)00159-1,https://www.sciencedirect.com/science/article/pii/S0005796703001591/pdfft?md5=4899692634a66026a127d432f091539e&pid=1-s2.0-S0005796703001591-main.pdf,37.0
Behaviour Research and Therapy,42.0,5.0,2004.0,The presence of magical thinking in obsessive compulsive disorder,"Danielle A Einstein, Ross G Menzies",Pending,539-549,Research article,https://doi.org/10.1016/S0005-7967(03)00160-8,https://www.sciencedirect.com/science/article/pii/S0005796703001608/pdfft?md5=356b40af05232a9c2033236e7edec8a0&pid=1-s2.0-S0005796703001608-main.pdf,88.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Validity of the Eating Disorder Examination Questionnaire (EDE-Q) in screening for eating disorders in community samples,"J.M Mond, P.J Hay, B Rodgers, C Owen, P.J.V Beumont",Pending,551-567,Research article,https://doi.org/10.1016/S0005-7967(03)00161-X,https://www.sciencedirect.com/science/article/pii/S000579670300161X/pdfft?md5=9cdb490372381dd1ce9bfa6dd20af75b&pid=1-s2.0-S000579670300161X-main.pdf,897.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Two studies of psychiatric morbidity among motor vehicle accident survivors 1 year after the crash,"Edward B Blanchard, Edward J Hickling, Brian M Freidenberg, Loretta S Malta, ... Mark A Sykes",Pending,569-583,Research article,https://doi.org/10.1016/S0005-7967(03)00162-1,https://www.sciencedirect.com/science/article/pii/S0005796703001621/pdfft?md5=be024f4af5c01bc14d3f979a8b588cfe&pid=1-s2.0-S0005796703001621-main.pdf,52.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Framing social information and generalized social phobia,"Lynn E Alden, Tanna M.B Mellings, Judith M Laposa",Pending,585-600,Research article,https://doi.org/10.1016/S0005-7967(03)00163-3,https://www.sciencedirect.com/science/article/pii/S0005796703001633/pdfft?md5=2c9c5f69f24d292dc0861e54e7241faf&pid=1-s2.0-S0005796703001633-main.pdf,34.0
Behaviour Research and Therapy,42.0,5.0,2004.0,Anxiety symptoms in Japanese and in German children,"C.A Essau, Y Sakano, S Ishikawa, S Sasagawa",Pending,601-612,Research article,https://doi.org/10.1016/S0005-7967(03)00164-5,https://www.sciencedirect.com/science/article/pii/S0005796703001645/pdfft?md5=3a81e3a51c2c9e2be5e9dc3728436309&pid=1-s2.0-S0005796703001645-main.pdf,72.0
Behaviour Research and Therapy,42.0,6.0,2004.0,Cognitive therapy outcome: the effects of hopelessness in a naturalistic outcome study,Willem Kuyken,Pending,631-646,Research article,https://doi.org/10.1016/S0005-7967(03)00189-X,https://www.sciencedirect.com/science/article/pii/S000579670300189X/pdfft?md5=69cddde3e62a725c8ef09514fb9f86e7&pid=1-s2.0-S000579670300189X-main.pdf,52.0
Behaviour Research and Therapy,42.0,6.0,2004.0,Obsessive–compulsive disorder subtypes: an attempted replication and extension of a symptom-based taxonomy,"John E Calamari, Pamela S Wiegartz, Bradley C Riemann, Robyn J Cohen, ... Cheryl Carmin",Pending,647-670,Research article,https://doi.org/10.1016/S0005-7967(03)00173-6,https://www.sciencedirect.com/science/article/pii/S0005796703001736/pdfft?md5=ed7a7eb177a9c8c499f73e5aa66853d6&pid=1-s2.0-S0005796703001736-main.pdf,122.0
Behaviour Research and Therapy,42.0,6.0,2004.0,Examination of emotional Stroop interference in obsessive–compulsive disorder,"Steffen Moritz, Dirk Jacobsen, Martin Kloss, Susanne Fricke, ... Iver Hand",Pending,671-682,Research article,https://doi.org/10.1016/S0005-7967(03)00190-6,https://www.sciencedirect.com/science/article/pii/S0005796703001906/pdfft?md5=dfe8e83b68f7cfe7d27a2a571a4442e0&pid=1-s2.0-S0005796703001906-main.pdf,56.0
Behaviour Research and Therapy,42.0,6.0,2004.0,Characteristics of illness intrusions in a non-clinical sample,"Frédéric Langlois, Robert Ladouceur, Gosselin Patrick, Mark H Freeston",Pending,683-696,Research article,https://doi.org/10.1016/S0005-7967(03)00191-8,https://www.sciencedirect.com/science/article/pii/S0005796703001918/pdfft?md5=366a8895f63bce2ff8442402d7e36934&pid=1-s2.0-S0005796703001918-main.pdf,12.0
Behaviour Research and Therapy,42.0,6.0,2004.0,Psychopathy is related to negative affectivity but not to anxiety sensitivity,"Lisa R Hale, Diane S Goldstein, Carolyn S Abramowitz, John E Calamari, David S Kosson",Pending,697-710,Research article,https://doi.org/10.1016/S0005-7967(03)00192-X,https://www.sciencedirect.com/science/article/pii/S000579670300192X/pdfft?md5=37c0ca4c6443b7050938aedd48e9d913&pid=1-s2.0-S000579670300192X-main.pdf,60.0
Behaviour Research and Therapy,42.0,6.0,2004.0,Stages of change in anxiety: psychometric properties of the University of Rhode Island Change Assessment (URICA) scale,"David J.A. Dozois, Henny A. Westra, Kerry A. Collins, Tak S. Fung, Jennifer K.F. Garry",Pending,711-729,Research article,https://doi.org/10.1016/S0005-7967(03)00193-1,https://www.sciencedirect.com/science/article/pii/S0005796703001931/pdfft?md5=a28f95194b8abdfac665140ace54d10a&pid=1-s2.0-S0005796703001931-main.pdf,123.0
Behaviour Research and Therapy,42.0,6.0,2004.0,"Autobiographical memory specificity, psychopathology, depressed mood and the use of the Autobiographical Memory Test: a meta-analysis","Michiel F van Vreeswijk, Erik Jan de Wilde",Pending,731-743,Research article,https://doi.org/10.1016/S0005-7967(03)00194-3,https://www.sciencedirect.com/science/article/pii/S0005796703001943/pdfft?md5=8ded3339a76655ababb4098cde651151&pid=1-s2.0-S0005796703001943-main.pdf,230.0
Behaviour Research and Therapy,42.0,7.0,2004.0,One- and two-year prospective follow-up of cognitive behavior therapy or supportive psychotherapy,"Edward B Blanchard, Edward J Hickling, Loretta S Malta, Brian M Freidenberg, ... Tara E Galovski",Pending,745-759,Research article,https://doi.org/10.1016/S0005-7967(03)00201-8,https://www.sciencedirect.com/science/article/pii/S0005796703002018/pdfft?md5=b3e003feeac2b7885d5cf791ea876c6e&pid=1-s2.0-S0005796703002018-main.pdf,30.0
Behaviour Research and Therapy,42.0,7.0,2004.0,"Adjustment to chronic low back pain—the relative influence of fear-avoidance beliefs, catastrophizing, and appraisals of control","Steve R Woby, Paul J Watson, Neil K Roach, Martin Urmston",Pending,761-774,Research article,https://doi.org/10.1016/S0005-7967(03)00195-5,https://www.sciencedirect.com/science/article/pii/S0005796703001955/pdfft?md5=e2c99c7f03b94143a7184987e32eb41e&pid=1-s2.0-S0005796703001955-main.pdf,107.0
Behaviour Research and Therapy,42.0,7.0,2004.0,Trauma and autobiographical memory specificity in depressed inpatients,"Dirk Hermans, Kris Van den Broeck, Gerrit Belis, Filip Raes, ... Paul Eelen",Pending,775-789,Research article,https://doi.org/10.1016/S0005-7967(03)00197-9,https://www.sciencedirect.com/science/article/pii/S0005796703001979/pdfft?md5=1b3b1827ac44c7d6cb287595e531cdde&pid=1-s2.0-S0005796703001979-main.pdf,84.0
Behaviour Research and Therapy,42.0,7.0,2004.0,Predicting traumatic stress using emotional intelligence,"Nigel Hunt, Dee Evans",Pending,791-798,Research article,https://doi.org/10.1016/j.brat.2003.07.009,https://www.sciencedirect.com/science/article/pii/S0005796703001980/pdfft?md5=af73b2db8057b5c4c09cccd2dbc86100&pid=1-s2.0-S0005796703001980-main.pdf,58.0
Behaviour Research and Therapy,42.0,7.0,2004.0,Assessment of eating disorder psychopathology in obese children and adolescents: interview versus self-report questionnaire,"Veerle Decaluwé, Caroline Braet",Pending,799-811,Research article,https://doi.org/10.1016/j.brat.2003.07.008,https://www.sciencedirect.com/science/article/pii/S0005796703001992/pdfft?md5=9fd9d42b33018df47d4f423051fb9368&pid=1-s2.0-S0005796703001992-main.pdf,119.0
Behaviour Research and Therapy,42.0,7.0,2004.0,A parent-report measure of children’s anxiety: psychometric properties and comparison with child-report in a clinic and normal sample,"Maaike H Nauta, Agnes Scholing, Ronald M Rapee, Maree Abbott, ... Allison Waters",Pending,813-839,Research article,https://doi.org/10.1016/S0005-7967(03)00200-6,https://www.sciencedirect.com/science/article/pii/S0005796703002006/pdfft?md5=bf9ffbffb2cbc950a3ba9b321a676bb8&pid=1-s2.0-S0005796703002006-main.pdf,590.0
Behaviour Research and Therapy,42.0,7.0,2004.0,Effects of suppressing neutral and obsession-like thoughts in normal subjects: beyond frequency,"Amparo Belloch, Carmen Morillo, Amparo Giménez",Pending,841-857,Research article,https://doi.org/10.1016/j.brat.2003.07.007,https://www.sciencedirect.com/science/article/pii/S000579670300202X/pdfft?md5=ae4271491177b8fc0b64c6f66bc318e2&pid=1-s2.0-S000579670300202X-main.pdf,24.0
Behaviour Research and Therapy,42.0,8.0,2004.0,Driving and riding avoidance following motor vehicle crashes in a non-clinical sample: psychometric properties of a new measure,"Alan E Stewart, Claire C St. Peter",Pending,859-879,Research article,https://doi.org/10.1016/S0005-7967(03)00203-1,https://www.sciencedirect.com/science/article/pii/S0005796703002031/pdfft?md5=5a3eb077d7701705ca3d1f7fc7b77dfc&pid=1-s2.0-S0005796703002031-main.pdf,32.0
Behaviour Research and Therapy,42.0,8.0,2004.0,Interpretive cues and ambiguity in generalized anxiety disorder,"Holly Hazlett-Stevens, T.D. Borkovec",Pending,881-892,Research article,https://doi.org/10.1016/S0005-7967(03)00204-3,https://www.sciencedirect.com/science/article/pii/S0005796703002043/pdfft?md5=7f9206601124811ce0f3cc4e47e0b8bd&pid=1-s2.0-S0005796703002043-main.pdf,44.0
Behaviour Research and Therapy,42.0,8.0,2004.0,"Symmetry, ordering and arranging compulsive behaviour","A.S Radomsky, S Rachman",Pending,893-913,Research article,https://doi.org/10.1016/j.brat.2003.07.001,https://www.sciencedirect.com/science/article/pii/S0005796703002055/pdfft?md5=c7cddcbbd2f9980508716652f60d22ca&pid=1-s2.0-S0005796703002055-main.pdf,80.0
Behaviour Research and Therapy,42.0,8.0,2004.0,"The effects of self-focused attention, performance demand, and dispositional sexual self-consciousness on sexual arousal of sexually functional and dysfunctional men","Jacques J.D.M. van Lankveld, Marcel A. van den Hout, Erik G.W. Schouten",Pending,915-935,Research article,https://doi.org/10.1016/j.brat.2003.07.011,https://www.sciencedirect.com/science/article/pii/S0005796703002067/pdfft?md5=8b7995089e1a7e216d3e60cb251e9078&pid=1-s2.0-S0005796703002067-main.pdf,26.0
Behaviour Research and Therapy,42.0,8.0,2004.0,"Trait anxiety, trait depression, worry, and memory",John Reidy,Pending,937-948,Research article,https://doi.org/10.1016/j.brat.2003.07.005,https://www.sciencedirect.com/science/article/pii/S0005796703002079/pdfft?md5=9d7da2a81e29146a2c30e32e3150f69b&pid=1-s2.0-S0005796703002079-main.pdf,19.0
Behaviour Research and Therapy,42.0,8.0,2004.0,Preattentive bias for snake words in snake phobia?,"Jenny Wikström, Lars-Gunnar Lundh, Joakim Westerlund, Lennart Högman",Pending,949-970,Research article,https://doi.org/10.1016/j.brat.2003.07.002,https://www.sciencedirect.com/science/article/pii/S0005796703002080/pdfft?md5=f286535c63596c1d2b50c589f2fa0c44&pid=1-s2.0-S0005796703002080-main.pdf,26.0
Behaviour Research and Therapy,42.0,9.0,2004.0,Bridging between basic theory and clinical practice,Philip J. Barnard,Pending,977-1000,Research article,https://doi.org/10.1016/j.brat.2004.04.002,https://www.sciencedirect.com/science/article/pii/S0005796704001196/pdfft?md5=10f2d4aaf150bebafadf0456bcd23fb3&pid=1-s2.0-S0005796704001196-main.pdf,38.0
