Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations
Journal of Experimental Social Psychology,40,2,2004,Time pressure and group performance: Exploring underlying processes in the Attentional Focus Model,"Janice R Kelly, Timothy J Loving",Pending,185-198,Research article,https://doi.org/10.1016/S0022-1031(03)00094-5,https://www.sciencedirect.com/science/article/pii/S0022103103000945/pdfft?md5=a516d2c49e6c9fc8069525439655d7d5&pid=1-s2.0-S0022103103000945-main.pdf,95
Journal of Experimental Social Psychology,40,2,2004,"What you expect is not always what you get: The roles of extremity, optimism, and pessimism in the behavioral confirmation process",Darcy A Reich,Pending,199-215,Research article,https://doi.org/10.1016/j.jesp.2003.06.001,https://www.sciencedirect.com/science/article/pii/S0022103103001252/pdfft?md5=c4504e9c95a96978974a8efe88aebf37&pid=1-s2.0-S0022103103001252-main.pdf,8
Journal of Experimental Social Psychology,40,2,2004,P300 as an index of attention to self-relevant stimuli,"Heather M. Gray, Nalini Ambady, William T. Lowenthal, Patricia Deldin",Pending,216-224,Research article,https://doi.org/10.1016/S0022-1031(03)00092-1,https://www.sciencedirect.com/science/article/pii/S0022103103000921/pdfft?md5=2566554a74888c549e243bb570c21ffc&pid=1-s2.0-S0022103103000921-main.pdf,400
Journal of Experimental Social Psychology,40,2,2004,Implicit regulatory focus associated with asymmetrical frontal cortical activity,"David M Amodio, James Y Shah, Jonathan Sigelman, Paige C Brazy, Eddie Harmon-Jones",Pending,225-232,Research article,https://doi.org/10.1016/S0022-1031(03)00100-8,https://www.sciencedirect.com/science/article/pii/S0022103103001008/pdfft?md5=66c46add31adc36303f9fefde5b91a06&pid=1-s2.0-S0022103103001008-main.pdf,136
Journal of Experimental Social Psychology,40,2,2004,Category membership moderates the inhibition of social identities,"Kurt Hugenberg, Galen V Bodenhausen",Pending,233-238,Research article,https://doi.org/10.1016/S0022-1031(03)00096-9,https://www.sciencedirect.com/science/article/pii/S0022103103000969/pdfft?md5=93f1f896570e259bf7d0035c8bb71ea8&pid=1-s2.0-S0022103103000969-main.pdf,72
Journal of Experimental Social Psychology,40,2,2004,Graded structure and the speed of category verification: On the moderating effects of anticipatory control for social vs. non-social categories,"Kristina R Olson, Alan J Lambert, Jeffrey M Zacks",Pending,239-246,Research article,https://doi.org/10.1016/S0022-1031(03)00098-2,https://www.sciencedirect.com/science/article/pii/S0022103103000982/pdfft?md5=e57a8ccd7288d83d7ea7f659b1ce78d2&pid=1-s2.0-S0022103103000982-main.pdf,6
Journal of Experimental Social Psychology,40,2,2004,When saying and doing diverge: The effects of stereotype threat on self-reported versus non-verbal anxiety,"Jennifer K Bosson, Ethan L Haymovitz, Elizabeth C Pinel",Pending,247-255,Research article,https://doi.org/10.1016/S0022-1031(03)00099-4,https://www.sciencedirect.com/science/article/pii/S0022103103000994/pdfft?md5=1b9e705e36579a33e8911ebee5e4a223&pid=1-s2.0-S0022103103000994-main.pdf,215
Journal of Experimental Social Psychology,40,2,2004,"Women, sex, hostility, power, and suspicion: Sexually aggressive men’s cognitive associations","Jill M Leibold, Allen R McConnell",Pending,256-263,Research article,https://doi.org/10.1016/S0022-1031(03)00095-7,https://www.sciencedirect.com/science/article/pii/S0022103103000957/pdfft?md5=6d9a8c4931fbab76c0304f981f48e09c&pid=1-s2.0-S0022103103000957-main.pdf,10
Journal of Experimental Social Psychology,40,2,2004,The return of dispositionalism: On the linguistic consequences of dispositional suppression,"Nicolas Geeraert, Vincent Y. Yzerbyt, Olivier Corneille, Daniël Wigboldus",Pending,264-272,Research article,https://doi.org/10.1016/S0022-1031(03)00097-0,https://www.sciencedirect.com/science/article/pii/S0022103103000970/pdfft?md5=8722db6523d55524794b0688e5d18296&pid=1-s2.0-S0022103103000970-main.pdf,10
Journal of Experimental Social Psychology,40,2,2004,Minority influence in work teams: The impact of newcomers,"Hoon-Seok Choi, John M Levine",Pending,273-280,Research article,https://doi.org/10.1016/S0022-1031(03)00101-X,https://www.sciencedirect.com/science/article/pii/S002210310300101X/pdfft?md5=21dc13d8f3fec945370e8006ac92281a&pid=1-s2.0-S002210310300101X-main.pdf,106
Journal of Experimental Social Psychology,40,2,2004,Acknowledgment,,Pending,281-282,,https://doi.org/10.1016/S0022-1031(04)00011-3,https://www.sciencedirect.com/science/article/pii/S0022103104000113/pdfft?md5=7c069b408ddc1ad162a0dee5a879e9c6&pid=1-s2.0-S0022103104000113-main.pdf,N/A
Journal of Experimental Social Psychology,40,3,2004,Table of contents,,Pending,N/A,,https://doi.org/10.1016/S0022-1031(04)00033-2,https://www.sciencedirect.com/science/article/pii/S0022103104000332/pdfft?md5=5b0f91ba3a250e3bbd43566093609ac6&pid=1-s2.0-S0022103104000332-main.pdf,N/A
Journal of Experimental Social Psychology,40,3,2004,Shall I compare thee? Perceived entitativity and ease of comparison,"Cynthia L Pickett, David A Perrott",Pending,283-289,Research article,https://doi.org/10.1016/S0022-1031(03)00121-5,https://www.sciencedirect.com/science/article/pii/S0022103103001215/pdfft?md5=e4790898f9959389b454f39b57e520a8&pid=1-s2.0-S0022103103001215-main.pdf,22
Journal of Experimental Social Psychology,40,3,2004,Judgments of communicative intent in conversation,"Linda Albright, Alvin I Cohen, Thomas E Malloy, Theodore Christ, Gregg Bromgard",Pending,290-302,Research article,https://doi.org/10.1016/j.jesp.2003.06.004,https://www.sciencedirect.com/science/article/pii/S0022103103001288/pdfft?md5=adee3cafc8f39d2d63a0cacfda1ff82d&pid=1-s2.0-S0022103103001288-main.pdf,11
Journal of Experimental Social Psychology,40,3,2004,"The influence of power on the information search, impression formation, and demands in negotiation","Carsten K.W De Dreu, Gerben A Van Kleef",Pending,303-319,Research article,https://doi.org/10.1016/j.jesp.2003.07.004,https://www.sciencedirect.com/science/article/pii/S0022103103001331/pdfft?md5=8bb5605eff37611c9eb84af3f841b491&pid=1-s2.0-S0022103103001331-main.pdf,144
Journal of Experimental Social Psychology,40,3,2004,Effects of group decision rules on decisions involving continuous alternatives: The unanimity rule and extreme decisions in mock civil juries,"Yohsuke Ohtsubo, Charles E. Miller, Nahoko Hayashi, Ayumi Masuchi",Pending,320-331,Research article,https://doi.org/10.1016/j.jesp.2003.07.005,https://www.sciencedirect.com/science/article/pii/S0022103103001343/pdfft?md5=622f8b83a282fe489d96932f147cbd92&pid=1-s2.0-S0022103103001343-main.pdf,10
Journal of Experimental Social Psychology,40,3,2004,Egocentrism and focalism in unrealistic optimism (and pessimism),"Justin Kruger, Jeremy Burrus",Pending,332-340,Research article,https://doi.org/10.1016/j.jesp.2003.06.002,https://www.sciencedirect.com/science/article/pii/S0022103103001264/pdfft?md5=36ebde1e505e2823f32ff3e01ca7b820&pid=1-s2.0-S0022103103001264-main.pdf,158
Journal of Experimental Social Psychology,40,3,2004,Not all happy people are lazy or stupid: Evidence of systematic processing in happy moods,Linda M Isbell,Pending,341-349,Research article,https://doi.org/10.1016/j.jesp.2003.06.003,https://www.sciencedirect.com/science/article/pii/S0022103103001276/pdfft?md5=bcfa0b6198484957933daadb8568acea&pid=1-s2.0-S0022103103001276-main.pdf,73
Journal of Experimental Social Psychology,40,3,2004,An affirmed self and an open mind: Self-affirmation and sensitivity to argument strength,"Joshua Correll, Steven J Spencer, Mark P Zanna",Pending,350-356,Research article,https://doi.org/10.1016/j.jesp.2003.07.001,https://www.sciencedirect.com/science/article/pii/S002210310300129X/pdfft?md5=68c97f109b2d2d045b04f597709a39fc&pid=1-s2.0-S002210310300129X-main.pdf,178
Journal of Experimental Social Psychology,40,3,2004,Changing the affective valence of the stimulus items influences the IAT by re-defining the category labels,"Cassandra L Govan, Kipling D Williams",Pending,357-365,Research article,https://doi.org/10.1016/j.jesp.2003.07.002,https://www.sciencedirect.com/science/article/pii/S0022103103001306/pdfft?md5=98b1a54c9cebcfaab4365a034a1b049a&pid=1-s2.0-S0022103103001306-main.pdf,137
Journal of Experimental Social Psychology,40,3,2004,Mere acceptance produces apparent attitude in the Implicit Association Test,Chris J Mitchell,Pending,366-373,Research article,https://doi.org/10.1016/j.jesp.2003.07.003,https://www.sciencedirect.com/science/article/pii/S0022103103001318/pdfft?md5=f64ce4567cff080717adc7a2dbf16e63&pid=1-s2.0-S0022103103001318-main.pdf,30
Journal of Experimental Social Psychology,40,3,2004,Activating a mental simulation mind-set through generation of alternatives: Implications for debiasing in related and unrelated domains,"Edward R Hirt, Frank R Kardes, Keith D Markman",Pending,374-383,Research article,https://doi.org/10.1016/j.jesp.2003.07.009,https://www.sciencedirect.com/science/article/pii/S002210310300132X/pdfft?md5=b22b479c7f7d5c4f5a565694cd6143fe&pid=1-s2.0-S002210310300132X-main.pdf,89
Journal of Experimental Social Psychology,40,3,2004,The effects of personal and collective mortality salience on individualism: Comparing Australians and Japanese with higher and lower self-esteem,"Emiko S. Kashima, Michael Halloran, Masaki Yuki, Yoshihisa Kashima",Pending,384-392,Research article,https://doi.org/10.1016/j.jesp.2003.07.007,https://www.sciencedirect.com/science/article/pii/S0022103103001355/pdfft?md5=8d0b7c17ebc9e88169e35bd7bbe2bb26&pid=1-s2.0-S0022103103001355-main.pdf,77
Journal of Experimental Social Psychology,40,3,2004,Romantic jealousy as a social comparison outcome: When similarity stings,"Philip Broemer, Michael Diehl",Pending,393-400,Research article,https://doi.org/10.1016/j.jesp.2003.08.002,https://www.sciencedirect.com/science/article/pii/S0022103103001380/pdfft?md5=234524679f35c6dfe4fb432f9011b2da&pid=1-s2.0-S0022103103001380-main.pdf,19
Journal of Experimental Social Psychology,40,3,2004,Deflecting negative self-relevant stereotype activation: The effects of individuation,"Nalini Ambady, Sue K Paik, Jennifer Steele, Ashli Owen-Smith, Jason P Mitchell",Pending,401-408,Research article,https://doi.org/10.1016/j.jesp.2003.08.003,https://www.sciencedirect.com/science/article/pii/S0022103103001409/pdfft?md5=118c994e4cafde1b26f92960e8bedad9&pid=1-s2.0-S0022103103001409-main.pdf,109
Journal of Experimental Social Psychology,40,3,2004,Perceiver-induced constraint and attitude attribution in Japan and the US: A case for the cultural dependence of the correspondence bias,"Takahiko Masuda, Shinobu Kitayama",Pending,409-416,Research article,https://doi.org/10.1016/j.jesp.2003.08.004,https://www.sciencedirect.com/science/article/pii/S0022103103001562/pdfft?md5=598e85739575deb982570d78d3e39a88&pid=1-s2.0-S0022103103001562-main.pdf,78
Journal of Experimental Social Psychology,40,3,2004,The impact of multiculturalism versus color-blindness on racial bias,"Jennifer A Richeson, Richard J Nussbaum",Pending,417-423,Research article,https://doi.org/10.1016/j.jesp.2003.09.002,https://www.sciencedirect.com/science/article/pii/S0022103103001574/pdfft?md5=4e319d0df6a75e6dfd992199c6a77647&pid=1-s2.0-S0022103103001574-main.pdf,448
Journal of Experimental Social Psychology,40,3,2004,Adjusting researchers’ approach to adjustment: On the use of covariates when testing interactions,"Vincent Y. Yzerbyt, Dominique Muller, Charles M. Judd",Pending,424-431,Research article,https://doi.org/10.1016/j.jesp.2003.10.001,https://www.sciencedirect.com/science/article/pii/S0022103103001598/pdfft?md5=cc3f2a875d75f2665d7ea8b78883b678&pid=1-s2.0-S0022103103001598-main.pdf,258
Journal of Experimental Social Psychology,40,4,2004,Editorial board,,Pending,N/A,,https://doi.org/10.1016/S0022-1031(04)00050-2,https://www.sciencedirect.com/science/article/pii/S0022103104000502/pdfft?md5=574472d1b70899357e80ebf2fdef771e&pid=1-s2.0-S0022103104000502-main.pdf,N/A
Journal of Experimental Social Psychology,40,4,2004,“I am not guilty” vs “I am innocent”: Successful negation may depend on the schema used for its encoding,"Ruth Mayo, Yaacov Schul, Eugene Burnstein",Pending,433-449,Research article,https://doi.org/10.1016/j.jesp.2003.07.008,https://www.sciencedirect.com/science/article/pii/S0022103103001367/pdfft?md5=15c7f213ff78db23a041fb6f5eac0316&pid=1-s2.0-S0022103103001367-main.pdf,198
Journal of Experimental Social Psychology,40,4,2004,Communicating about a social interaction: Effects on memory for protagonists’ statements and nonverbal behaviors,"Rashmi Adaval, Robert S Wyer",Pending,450-465,Research article,https://doi.org/10.1016/j.jesp.2003.08.001,https://www.sciencedirect.com/science/article/pii/S0022103103001379/pdfft?md5=d95f46eb05e3295e0558b85a3888cd75&pid=1-s2.0-S0022103103001379-main.pdf,27
Journal of Experimental Social Psychology,40,4,2004,"Inclusion in a superordinate category, in-group prototypicality, and attitudes towards out-groups","Sven Waldzus, Amélie Mummendey",Pending,466-477,Research article,https://doi.org/10.1016/j.jesp.2003.09.003,https://www.sciencedirect.com/science/article/pii/S0022103103001586/pdfft?md5=e66235dd66e05ba52218b11d56029db7&pid=1-s2.0-S0022103103001586-main.pdf,62
Journal of Experimental Social Psychology,40,4,2004,"The crossed-categorization hypothesis: Evidence of reductions in the strength of categorization, but not intergroup bias","Theresa K Vescio, Charles M Judd, Virginia S.Y Kwan",Pending,478-496,Research article,https://doi.org/10.1016/j.jesp.2003.09.005,https://www.sciencedirect.com/science/article/pii/S002210310300163X/pdfft?md5=ca5460ac0b08477a71f40c17c24e4762&pid=1-s2.0-S002210310300163X-main.pdf,33
Journal of Experimental Social Psychology,40,4,2004,Diverse groups and information sharing: The effects of congruent ties,"Katherine W Phillips, Elizabeth A Mannix, Margaret A Neale, Deborah H. Gruenfeld",Pending,497-510,Research article,https://doi.org/10.1016/j.jesp.2003.10.003,https://www.sciencedirect.com/science/article/pii/S0022103103001641/pdfft?md5=55448a42a66a41eaddc2f2b4603dabc1&pid=1-s2.0-S0022103103001641-main.pdf,239
Journal of Experimental Social Psychology,40,4,2004,On being sad and evasive: Affective influences on verbal communication strategies in conflict situations,"Joseph P Forgas, Michelle Cromer",Pending,511-518,Research article,https://doi.org/10.1016/j.jesp.2003.06.005,https://www.sciencedirect.com/science/article/pii/S0022103104000290/pdfft?md5=cf8cc10e70b18ee1c0393b3d08ebf2c4&pid=1-s2.0-S0022103104000290-main.pdf,27
Journal of Experimental Social Psychology,40,4,2004,Functional modularity in stereotype representation,"Kimberly A Quinn, Kurt Hugenberg, Galen V Bodenhausen",Pending,519-527,Research article,https://doi.org/10.1016/j.jesp.2003.10.002,https://www.sciencedirect.com/science/article/pii/S0022103103001616/pdfft?md5=52e0f9a9d8cb1eb728ce21edceac55bb&pid=1-s2.0-S0022103103001616-main.pdf,12
Journal of Experimental Social Psychology,40,4,2004,Lay theories in affective forecasting: The progression of affect,Eric R Igou,Pending,528-534,Research article,https://doi.org/10.1016/j.jesp.2003.09.004,https://www.sciencedirect.com/science/article/pii/S0022103103001628/pdfft?md5=3f463c9b14b3bf11137bdb8ee5c4fd64&pid=1-s2.0-S0022103103001628-main.pdf,41
Journal of Experimental Social Psychology,40,4,2004,"On the propositional nature of cognitive consistency: Dissonance changes explicit, but not implicit attitudes","Bertram Gawronski, Fritz Strack",Pending,535-542,Research article,https://doi.org/10.1016/j.jesp.2003.10.005,https://www.sciencedirect.com/science/article/pii/S0022103103001665/pdfft?md5=efb4bcaeef91593ced9577d18d5edee2&pid=1-s2.0-S0022103103001665-main.pdf,221
Journal of Experimental Social Psychology,40,4,2004,Attitudes towards people with AIDS and avoidance behavior: Automatic and reflective bases of behavior,"Roland Neumann, Katharina Hülsenbeck, Beate Seibt",Pending,543-550,Research article,https://doi.org/10.1016/j.jesp.2003.10.006,https://www.sciencedirect.com/science/article/pii/S0022103103001677/pdfft?md5=ed053949785c6f38a41239d24ccb1659&pid=1-s2.0-S0022103103001677-main.pdf,116
Journal of Experimental Social Psychology,40,4,2004,A comparison of human aggression committed by groups and individuals: An interindividual–intergroup discontinuity,"Brian P Meier, Verlin B Hinsz",Pending,551-559,Research article,https://doi.org/10.1016/j.jesp.2003.11.002,https://www.sciencedirect.com/science/article/pii/S0022103103001781/pdfft?md5=05f6fe93c7b9d6f97f0365dbf281bd97&pid=1-s2.0-S0022103103001781-main.pdf,91
Journal of Experimental Social Psychology,40,4,2004,"How low can you go? Ostracism by a computer is sufficient to lower self-reported levels of belonging, control, self-esteem, and meaningful existence","Lisa Zadro, Kipling D Williams, Rick Richardson",Pending,560-567,Research article,https://doi.org/10.1016/j.jesp.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0022103103001823/pdfft?md5=6e93054d4d7c0bfe706097e3f179c78b&pid=1-s2.0-S0022103103001823-main.pdf,851
Journal of Experimental Social Psychology,40,5,2004,Table of Contents,,Pending,N/A,,https://doi.org/10.1016/S0022-1031(04)00085-X,https://www.sciencedirect.com/science/article/pii/S002210310400085X/pdfft?md5=20895c54b54919d6d9a12e5880b50f36&pid=1-s2.0-S002210310400085X-main.pdf,N/A
Journal of Experimental Social Psychology,40,5,2004,Increased group dispersion after exposure to one deviant group member: Testing Hamburger’s model of member-to-group generalization,"Stefania Paolini, Miles Hewstone, Mark Rubin, Helen Pay",Pending,569-585,Research article,https://doi.org/10.1016/j.jesp.2003.10.004,https://www.sciencedirect.com/science/article/pii/S0022103103001653/pdfft?md5=fbf070d5b1430298b3a5670af8bccab0&pid=1-s2.0-S0022103103001653-main.pdf,21
Journal of Experimental Social Psychology,40,5,2004,"If you don't want to be late, enumerate: Unpacking reduces the planning fallacy","Justin Kruger, Matt Evans",Pending,586-598,Research article,https://doi.org/10.1016/j.jesp.2003.11.001,https://www.sciencedirect.com/science/article/pii/S002210310300177X/pdfft?md5=2c11c3ab0026f83e688e8f0f259ab1ab&pid=1-s2.0-S002210310300177X-main.pdf,142
Journal of Experimental Social Psychology,40,5,2004,Individual and group decisions in the centipede game: Are groups more “rational” players?,"Gary Bornstein, Tamar Kugler, Anthony Ziegelmeyer",Pending,599-605,Research article,https://doi.org/10.1016/j.jesp.2003.11.003,https://www.sciencedirect.com/science/article/pii/S0022103103001793/pdfft?md5=df666173f48f7cf0ee210d1341b2d98b&pid=1-s2.0-S0022103103001793-main.pdf,121
Journal of Experimental Social Psychology,40,5,2004,From thinking about what might have been to sharing what we know: The effects of counterfactual mind-sets on information sharing in groups,"Adam D Galinsky, Laura J Kray",Pending,606-618,Research article,https://doi.org/10.1016/j.jesp.2003.11.005,https://www.sciencedirect.com/science/article/pii/S0022103103001811/pdfft?md5=802bf86de5340da8778f3f5a3cd97f70&pid=1-s2.0-S0022103103001811-main.pdf,81
Journal of Experimental Social Psychology,40,5,2004,When information does not deter stereotyping: Prescriptive stereotyping can foster bias under conditions that deter descriptive stereotyping,Michael J Gill,Pending,619-632,Research article,https://doi.org/10.1016/j.jesp.2003.12.001,https://www.sciencedirect.com/science/article/pii/S0022103103001835/pdfft?md5=2dfd51a81bffa921ab760918135e4b5b&pid=1-s2.0-S0022103103001835-main.pdf,86
